"astro-ph/0604339","Justin Albert","Justin Albert, William Burgett, Jason Rhodes","Telescope Spectrophotometric and Absolute Flux Calibration, and National
  Security Applications, Using a Tunable Laser on a Satellite","14 pages, 7 figures, added plots with effect on cosmological
  parameter measurement for SNAP/JDEM",,,,"astro-ph",,"  We propose a tunable laser-based satellite-mounted spectrophotometric and
absolute flux calibration system, to be utilized by ground- and space-based
telescopes. As spectrophotometric calibration may play a significant role in
the accuracy of photometric redshift measurement, and photometric redshift
accuracy is important for measuring dark energy using SNIa, weak gravitational
lensing, and baryon oscillations, a method for reducing such uncertainties is
needed. We propose to improve spectrophotometric calibration, currently
obtained using standard stars, by placing a tunable laser and a wide-angle
light source on a satellite by early next decade (perhaps included in the
upgrade to the GPS satellite network) to improve absolute flux calibration and
relative spectrophotometric calibration across the visible and near-infrared
spectrum. As well as fundamental astrophysical applications, the system
proposed here potentially has broad utility for defense and national security
applications such as ground target illumination and space communication.
","[{""version"":""v1"",""created"":""Sun, 16 Apr 2006 04:36:56 GMT""},{""version"":""v2"",""created"":""Thu, 20 Apr 2006 00:34:31 GMT""},{""version"":""v3"",""created"":""Fri, 19 May 2006 16:19:38 GMT""}]","2007-05-23"
"astro-ph/0604340","Kenji Bekki dr","Kenji Bekki, Warrick J. Couch, and Yasuhiro Shioya","Dissipative transformation of non-nucleated dwarf galaxies into
  nucleated systems","13 pages, 4 figures (1 color), ApJL in press","Astrophys.J. 642 (2006) L133-L136","10.1086/504588",,"astro-ph",,"  Recent photometric observations by the {\it Hubble Space Telescope (HST)}
have revealed the physical properties of stellar galactic nuclei in nucleated
dwarf galaxies in the Virgo cluster of galaxies. In order to elucidate the
formation processes of nucleated dwarfs, we numerically investigate gas
dynamics, star formation, and chemical evolution within the central 1 kpc of
gas disks embedded within the galactic stellar components of non-nucleated
dwarfs. We find that high density, compact stellar systems can be formed in the
central regions of dwarfs as a result of dissipative, repeated merging of
massive stellar and gaseous clumps developed from nuclear gaseous spiral arms
as a result of local gravitational instability. The central stellar components
are found to have stellar masses which are typically $~$5% of their host dwarfs
and show very flattened shapes, rotational kinematics, and central velocity
dispersions significantly smaller than those of their host dwarfs. We also find
that more massive dwarfs can develop more massive, more metal-rich, and higher
density stellar systems in their central regions, because star formation and
chemical enrichment proceed more efficiently owing to the less dramatic
suppression of star formation by supernovae feedback effects in more massive
dwarfs. Based on these results, we suggest that gas-rich, non-nucleated dwarfs
can be transformed into nucleated ones as a result of dissipative gas dynamics
in their central regions. We discuss the origin of the observed correlations
between physical properties of stellar galactic nuclei and those of their host
galaxies.
","[{""version"":""v1"",""created"":""Sun, 16 Apr 2006 04:39:57 GMT""}]","2009-11-11"
"astro-ph/0604341","Koji Kawabata","Koji S. Kawabata, Youichi Ohyama, Noboru Ebizuka, Tadafumi Takata,
  Michitoshi Yoshida, Mizuki Isogai, Yuji Norimoto, Akira Okazaki, and Masashi
  S. Saitou","Low- and Medium-Dispersion Spectropolarimetry of Nova V475 Sct (Nova
  Scuti 2003): Discovery of an Asymmetric High-Velocity Wind in a Moderately
  Fast Nova","27 pages, 7 figures, accepted for publication in AJ","Astron.J.132:433-442,2006","10.1086/505040",,"astro-ph",,"  We present low-resolution ($R\sim 90$) and medium-resolution ($R\sim 2500$)
spectropolarimetry of Nova V475 Sct with the HBS instrument, mounted on the
0.91-m telescope at the Okayama Astrophysical Observatory, and with FOCAS,
mounted on the 8.2-m Subaru telescope. We estimated the interstellar
polarization toward the nova from the steady continuum polarization components
and H$\alpha$ line emission components. After subtracting the interstellar
polarization component from the observations, we found that the H$\alpha$
emission seen on 2003 October 7 was clearly polarized. In the polarized flux
spectrum, the H$\alpha$ emission had a distinct red wing extending to $\sim
+4900$ km s$^{-1}$ and a shoulder around $+3500$ km s$^{-1}$, showing a
constant position angle of linear polarization $\theta_{\rm *}\simeq
155\arcdeg\pm 15\arcdeg$. This suggests that the nova had an asymmetric outflow
with a velocity of $v_{\rm wind}\simeq 3500$ km s$^{-1}$ or more, which is six
times higher than the expansion velocity of the ionized shell at the same
epoch. Such a high-velocity component has not previously been reported for a
nova in the `moderately fast' speed class. Our observations suggest the
occurrence of violent mass-loss activity in the nova binary system even during
the common-envelope phase. The position angle of the polarization in the
H$\alpha$ wing is in good agreement with that of the continuum polarization
found on 2003 September 26 ($p_{\rm *}\simeq 0.4$--0.6 %), which disappeared
within the following 2 d. The uniformity of the PA between the continuum
polarization and the wing polarization on October 7 suggests that the axis of
the circumstellar asymmetry remained nearly constant during the period of our
observations.
","[{""version"":""v1"",""created"":""Sun, 16 Apr 2006 11:27:45 GMT""}]","2008-11-26"
"astro-ph/0604342","James Lindesay","James Lindesay","Evidence for a Cosmological Phase Transition From the Dark Energy Scale","42 pages, 9 figures, v2 has additional citations",,,,"astro-ph",,"  A finite vacuum energy density implies the existence of a UV scale for
gravitational modes. This gives a phenomenological scale to the dynamical
equations governing the cosmological expansion that must satisfy constraints
consistent with quantum measurability and spatial flatness. Examination of
these constraints for the observed dark energy density establishes a time
interval from the transition to the present, suggesting major modifications
from the thermal equations of state far from Planck density scales. The
assumption that a phase transition initiates the radiation dominated epoch is
shown under several scenarios to produce fluctuations to the CMB of the order
observed. Quantum measurability constraints (eg. uncertainly relations) define
cosmological scales bounded by luminal expansion rates. It is shown that the
dark energy can consistently be interpreted as being due to the vacuum energy
of collective gravitational modes which manifest as the zero-point motions of
coherent Planck scale mass units prior to the UV scale onset of gravitational
quantum de-coherence for the cosmology.
","[{""version"":""v1"",""created"":""Sun, 16 Apr 2006 15:18:48 GMT""},{""version"":""v2"",""created"":""Fri, 21 Apr 2006 14:11:01 GMT""}]","2007-05-23"
"cond-mat/0604380","Michael N. Leuenberger","Michael N. Leuenberger, Eduardo R. Mucciolo","Berry Phase Oscillations of the Kondo Effect in Single-Molecule Magnets","4 pages, 2 EPS figures, Revtex 4","Phys. Rev. Lett. 97, 126601 (2006)","10.1103/PhysRevLett.97.126601",,"cond-mat.str-el",,"  We show that it is possible to topologically induce or quench the Kondo
resonance in the conductance of a single-molecule magnet (S>1/2) strongly
coupled to metallic leads. This can be achieved by applying a magnetic field
perpendicular to the molecule easy axis and works for both full- and
half-integer spin cases. The effect is caused by the Berry phase interference
between two quantum tunneling paths of the molecule's spin. We have calculated
the renormalized Berry phase oscillations of the Kondo peaks as a function of
the transverse magnetic field as well as the conductance of the molecule by
means of the poor man's scaling method. We propose to use a new variety of the
single-molecule magnet Ni4 for the experimental observation of this phenomenon.
","[{""version"":""v1"",""created"":""Sat, 15 Apr 2006 22:21:28 GMT""},{""version"":""v2"",""created"":""Mon, 15 May 2006 17:57:10 GMT""},{""version"":""v3"",""created"":""Thu, 14 Sep 2006 20:32:50 GMT""}]","2009-11-11"
"cond-mat/0604384","Krzysztof Wohlfeld","Krzysztof Wohlfeld and Andrzej M. Oles","Double exchange model in cubic vanadates","6 pages, 2 figures","Phys. Stat. Sol. (b) 243, 142 (2006)","10.1002/pssb.200562500",,"cond-mat.str-el",,"  We investigate the role of the double exchange mechanism for stability of the
metallic C-type antiferromagnetic (C-AF) phase, which was observed
experimentally in hole doped La$_{1-x}$Sr$_x$VO$_3$. The double exchange model
treats localized electrons in xy orbitals as classical S=1/2 spins, which
interact by Hund's exchange $J_H$ with yz/zx electrons in partly filled
$t_{2g}$ orbitals. Including strong on-site Coulomb repulsion $U$ between
$t_{2g}$ electrons, and using slave boson method we demonstrate that C-AF and
metallic phase can be stabilized due to the specific features of the hopping in
degenerate and partly filled $t_{2g}$ orbitals.
","[{""version"":""v1"",""created"":""Sat, 15 Apr 2006 16:27:59 GMT""}]","2007-05-23"
"cond-mat/0604385","Krzysztof Wohlfeld","Krzysztof Wohlfeld","Double exchange model for correlated electrons in systems with $t_{2g}$
  orbital degeneracy","10 pages, 2 figures; to appear in: Lectures on the Physics of Highly
  Correlated Electron Systems X, AIP (2006); this is a more introductory and
  thorough version of cond-mat/0604384 with (in addition) solutions of the
  model within Hartree-Fock approximation being discussed","Lectures on the Physics of Highly Correlated Electron Systems X,
  eds. F. Mancini and A. Avella, AIP Conference Proceedings Vol. 846, 295-303,
  New York 2006.","10.1063/1.2222278",,"cond-mat.str-el",,"  We formulate the double exchange (DE) model for systems with $t_{2g}$ orbital
degeneracy, relevant for hole-doped cubic vanadates. In the relevant regime of
strong on-site Coulomb repulsion $U$ we solve the model using two distinct
mean-field approximations: Hartree-Fock, and mean-field applied to the
formulation of the model in the Kotliar-Ruckenstein slave boson representation.
We show how, due to the relative weakness of the DE mechanism via $t_{2g}$
degenerate orbitals, the anisotropic C-type antiferromagnetic metallic phase
and the orbital liquid state can be stabilized. This is contrasted with the DE
mechanism via $e_g$ degenerate orbitals which stabilizes the ferromagnetic
order in the hole-doped regime of manganites. The obtained results are in
striking agreement with the observed magnetic structures and the collapse of
the orbital order in the doped La$_{1-x}$Sr$_x$VO$_3$, Pr$_{1-x}$Ca$_x$VO$_3$
and Nd$_{1-x}$Sr$_x$VO$_3$.
","[{""version"":""v1"",""created"":""Sat, 15 Apr 2006 16:57:20 GMT""}]","2007-06-13"
"cond-mat/0604386","Filippos Klironomos","F. D. Klironomos, S.-W. Tsai","Phonon-mediated tuning of instabilities in the Hubbard model at
  half-filling","8 pages, 5 figures","Phys. Rev. B 74, 205109 (2006)","10.1103/PhysRevB.74.205109",,"cond-mat.str-el",,"  We obtain the phase diagram of the half-filled two-dimensional Hubbard model
on a square lattice in the presence of Einstein phonons. We find that the
interplay between the instantaneous electron-electron repulsion and
electron-phonon interaction leads to new phases. In particular, a
d$_{x^2-y^2}$-wave superconducting phase emerges when both anisotropic phonons
and repulsive Hubbard interaction are present. For large electron-phonon
couplings, charge-density-wave and s-wave superconducting regions also appear
in the phase diagram, and the widths of these regions are strongly dependent on
the phonon frequency, indicating that retardation effects play an important
role. Since at half-filling the Fermi surface is nested, spin-density-wave is
recovered when the repulsive interaction dominates. We employ a functional
multiscale renormalization-group method that includes both electron-electron
and electron-phonon interactions, and take retardation effects fully into
account.
","[{""version"":""v1"",""created"":""Sat, 15 Apr 2006 22:46:02 GMT""},{""version"":""v2"",""created"":""Sun, 10 Sep 2006 01:24:02 GMT""}]","2007-05-23"
"cond-mat/0604387","Masatoshi Imada","Takahiro Misawa, Youhei Yamaji and Masatoshi Imada","Quantum critical ""opalescence"" around metal-insulator transitions","10 pages including 4 figures","J. Phys. Soc. Jpn. 75 (2006) 083705","10.1143/JPSJ.75.083705",,"cond-mat.str-el",,"  Divergent carrier-density fluctuations equivalent to the critical opalescence
of gas-liquid transitions emerge around a metal-insulator critical point at a
finite temperature. In contrast to the gas-liquid transitions, however, the
critical temperature can be lowered to zero, which offers a challenging quantum
phase transition. We present a microscopic description of such quantum critical
phenomena in two dimensions. The conventional scheme of phase transitions by
Ginzburg, Landau and Wilson is violated and an unconventional universality
appears. It offers a clear insight into the criticalities of metal-insulator
transitions associated with Mott or charge-order transitions. Fermi degeneracy
involving the diverging density fluctuations generates emergent phenomena near
the endpoint of the first-order transition and must shed new light on
remarkable phenomena found in correlated metals like unconventional cuprate
superconductors. It indeed accounts for otherwise puzzling criticality of the
Mott transition recently discovered in an organic conductor. We propose to
measure enhanced dielectric fluctuations at small wavenumbers by accurate
probes.
","[{""version"":""v1"",""created"":""Sun, 16 Apr 2006 06:07:45 GMT""},{""version"":""v2"",""created"":""Sun, 16 Jul 2006 10:25:51 GMT""}]","2007-05-23"
"cond-mat/0604388","Eugene Kogan","E.Kogan and M.Auslender","Comment on ""Spin-Glass Solution of the Double-Exchange Model in Infinite
  Dimensions""","2 pages, revtex",,,,"cond-mat.str-el cond-mat.mtrl-sci",,"  In a paper submitted to the Arxive some time ago (cond-mat/0509270), R. S.
Fishman et al. considered double-exchange model on a Bethe lattice in infinite
dimensions using dynamical mean-field theory. We present a somewhat different
derivation of their general formula for the magnetic disorder - order
transition temperature and comment on the interpretation of the intermediate
(between ferromagnetism and antiferromagnetism) phase obtained by the authors.
","[{""version"":""v1"",""created"":""Sun, 16 Apr 2006 07:33:17 GMT""}]","2007-05-23"
"cond-mat/0604389","Takahiro Mizusaki","Takahiro Mizusaki and Masatoshi Imada","Gapless quantum spin liquid, stripe and antiferromagnetic phases in
  frustrated Hubbard models in two dimensions","Manuscript was updated","Phys. Rev. B 74, 014421 (2006)","10.1103/PhysRevB.74.014421",,"cond-mat.str-el",,"  Unique features of non-magnetic insulator phase are shown, and phase diagram
for t-t' Hubbard model on square lattice is presented. Using the path-integral
renormalization group method, we find antiferromagnetic phase for small
next-nearest neighbor transfer t' and stripe (or collinear) phase for large t'
in the Mott insulating region of strong on site interaction U. For intermediate
t'/t~ 0.7 at large U/t>7, we find longer-period antiferromagnetic insulator
phase with 2*4 structure. In the Mott insulating region, we also find quantum
spin liquid (in other words, non-magnetic insulator) phase near the Mott
transition to paramagnetic metals. Correlated electrons often crystallize to
the Mott insulator usually with some magnetic orders, whereas the ""quantum spin
liquid"" has been a long-sought issue. We report numerical evidences that a
nonmagnetic insulating (NMI) phase gets stabilized near the Mott transition
with remarkable properties: The 2D Mott insulators on geometrically frustrated
lattices contain a phase with gapless spin excitations and degeneracy of the
ground state in the whole Brillouin zone of the total momentum. It has an
interpretation for an unexplored type of a quantum liquid. The present concept
is useful in analyzing a variety of experimental results in frustrated magnets
including organic BEDT-TTF compounds and 3He atoms adsorbed on graphite.
","[{""version"":""v1"",""created"":""Sun, 16 Apr 2006 08:34:48 GMT""},{""version"":""v2"",""created"":""Wed, 19 Apr 2006 00:58:44 GMT""},{""version"":""v3"",""created"":""Wed, 14 Jun 2006 02:43:41 GMT""}]","2007-05-23"
"cond-mat/0604390","Federico Camia","F. Camia, L. R. G. Fontes, C. M. Newman","Two-Dimensional Scaling Limits via Marked Nonsimple Loops","25 pages, 5 figures",,,,"cond-mat.stat-mech math.PR",,"  We postulate the existence of a natural Poissonian marking of the double
(touching) points of SLE(6) and hence of the related continuum nonsimple loop
process that describes macroscopic cluster boundaries in 2D critical
percolation. We explain how these marked loops should yield continuum versions
of near-critical percolation, dynamical percolation, minimal spanning trees and
related plane filling curves, and invasion percolation. We show that this
yields for some of the continuum objects a conformal covariance property that
generalizes the conformal invariance of critical systems. It is an open problem
to rigorously construct the continuum objects and to prove that they are indeed
the scaling limits of the corresponding lattice objects.
","[{""version"":""v1"",""created"":""Sun, 16 Apr 2006 13:48:30 GMT""}]","2007-05-23"
"cs/0604063","Yi Hong Dr","Yi Hong, Emanuele Viterbo, and Jean-Claude Belfiore","Golden Space-Time Trellis Coded Modulation","33 pages, 13 figures",,,,"cs.IT math.IT",,"  In this paper, we present a concatenated coding scheme for a high rate
$2\times 2$ multiple-input multiple-output (MIMO) system over slow fading
channels. The inner code is the Golden code \cite{Golden05} and the outer code
is a trellis code. Set partitioning of the Golden code is designed specifically
to increase the minimum determinant. The branches of the outer trellis code are
labeled with these partitions. Viterbi algorithm is applied for trellis
decoding. In order to compute the branch metrics a lattice sphere decoder is
used. The general framework for code optimization is given. The performance of
the proposed concatenated scheme is evaluated by simulation. It is shown that
the proposed scheme achieves significant performance gains over uncoded Golden
code.
","[{""version"":""v1"",""created"":""Sun, 16 Apr 2006 09:08:41 GMT""},{""version"":""v2"",""created"":""Tue, 23 May 2006 09:53:20 GMT""},{""version"":""v3"",""created"":""Thu, 11 Jan 2007 00:33:19 GMT""}]","2009-09-29"
"gr-qc/0604065","Young-Jai Park","Wontae Kim, Yong-Wan Kim, and Young-Jai Park","Entropy of 2+1 de Sitter space with the GUP","11 pages. Change in title. The improved version published in J.
  Korean Phys. Soc","J.Korean Phys.Soc. 49 (2006) 1360-1364",,"SOGANG-HEP 316/06","gr-qc",,"  By introducing the generalized uncertainty principle (GUP) on the quantum
state density, we calculate the statistical entropy of a scalar field on the
background of (2+1)-dimensional de Sitter space without artificial cutoff. The
desired entropy proportional to the horizon perimeter is obtained.
","[{""version"":""v1"",""created"":""Sun, 16 Apr 2006 07:52:25 GMT""},{""version"":""v2"",""created"":""Thu, 2 Nov 2006 02:22:51 GMT""}]","2007-05-23"
"gr-qc/0604066","Kartheek Solipuram","Kartheek R Solipuram","Mathematical Analyses of an accelerating (Griffiths-Podolsky) Black Hole","21 pages",,,,"gr-qc",,"  An exact solution of Einsteins equations which represents a pair of
accelerating and rotating black holes was presented by J. B. Griffiths and J.
Podolsky [2]. In the paper [2] they have shown the explicit form of a spinning
C-metric starting from the Plebanski-Demianski metric, and transformed it using
NUT and angular velocity parameters in addition to the usual parameters and
thus gave a generalized form of such solutions. In the forthcoming discussion,
an attempt has been made to realize the Riemann components of the proposed
metric. Furthermore, certain optical characteristics of the metric have been
analyzed using the Newman-Penrose formalism.
","[{""version"":""v1"",""created"":""Sat, 15 Apr 2006 18:50:56 GMT""},{""version"":""v2"",""created"":""Sun, 22 Oct 2006 13:29:54 GMT""}]","2007-05-23"
"gr-qc/0604067","Moh'd Qusailah Mr","K.G. Arun, B.R. Iyer, M.S.S. Qusailah and B.S. Sathyaprakash","Probing the non-linear structure of general relativity with black hole
  binaries","5 pages, 4 figures. Revised version, accepted for publication in
  Phys. Rev D","Phys.Rev.D74:024006,2006","10.1103/PhysRevD.74.024006",,"gr-qc astro-ph",,"  Observations of the inspiral of massive binary black holes (BBH) in the Laser
Interferometer Space Antenna (LISA) and stellar mass binary black holes in the
European Gravitational-Wave Observatory (EGO) offer an unique opportunity to
test the non-linear structure of general relativity. For a binary composed of
two non-spinning black holes, the non-linear general relativistic effects
depend only on the masses of the constituents. In a recent letter, we explored
the possibility of a test to determine all the post-Newtonian coefficients in
the gravitational wave-phasing.
  However, mutual covariances dilute the effectiveness of such a test. In this
paper, we propose a more powerful test in which the various post-Newtonian
coefficients in the gravitational wave phasing are systematically measured by
treating three of them as independent parameters and demanding their mutual
consistency. LISA (EGO) will observe BBH inspirals with a signal-to-noise ratio
of more than 1000 (100) and thereby test the self-consistency of each of the
nine post-Newtonian coefficients that have so-far been computed, by measuring
the lower order coefficients to a relative accuracy of $\sim 10^{-5}$
(respectively, $\sim 10^{-4}$) and the higher order coefficients to a relative
accuracy in the range $10^{-4}$-0.1 (respectively, $10^{-3}$-1).
","[{""version"":""v1"",""created"":""Sun, 16 Apr 2006 09:50:19 GMT""},{""version"":""v2"",""created"":""Thu, 29 Jun 2006 09:11:02 GMT""}]","2008-11-26"
"gr-qc/0604068","Kostadin Trencevski","Kostadin Trencevski, Emilija G. Celakoska","On the Pioneer Anomaly","15 pages, 2 figures",,,,"gr-qc",,"  In this paper an explanation of the Pioneer anomaly is given, using the
hypothesis of the time dependent gravitational potential. The implications of
this hypothesis on the planetary orbits and orbital periods are given in
section 2. In sections 3 and 4 we give a detailed explanation of the Pioneer
anomaly, which corresponds to the observed phenomena.
","[{""version"":""v1"",""created"":""Sun, 16 Apr 2006 15:39:28 GMT""}]","2007-05-23"
